datetime,year,lng,lat,shooting_type
2021-07-01T13:50:00Z,2021,-73.95408521,40.8188154050001,nonlethal
2021-08-30T21:18:00Z,2021,-73.886465989,40.8359396060001,lethal
2021-12-16T01:34:00Z,2021,-74.182138438,40.564100195,lethal
2021-09-07T00:30:00Z,2021,-73.919837792,40.6875126640001,lethal
2021-08-21T04:08:00Z,2021,-73.91660558,40.757855814,nonlethal
2021-12-01T03:15:00Z,2021,-73.9205536429999,40.8160497120001,nonlethal
2021-02-22T22:58:00Z,2021,-73.9047838229999,40.8540630260001,lethal
2021-12-19T03:32:00Z,2021,-73.858395386,40.833493209,nonlethal
2021-07-31T22:36:00Z,2021,-73.868208449,40.752268965,nonlethal
2021-12-02T19:50:00Z,2021,-73.938816746,40.799581523,lethal
2021-11-13T02:19:00Z,2021,-73.788963197,40.7578683620001,nonlethal
2021-07-31T01:45:00Z,2021,-73.952744049,40.677443839,nonlethal
2021-06-05T21:30:00Z,2021,-73.7764827629999,40.594974893,lethal
2021-03-07T06:15:00Z,2021,-73.869331114,40.6822568150001,nonlethal
2021-06-05T21:30:00Z,2021,-73.7764827629999,40.594974893,nonlethal
2021-04-23T00:50:00Z,2021,-73.776178332,40.6825744500001,nonlethal
2021-12-11T07:45:00Z,2021,-73.872290271,40.7674767170001,lethal
2021-05-06T20:13:00Z,2021,-73.915397758,40.68571166,nonlethal
2021-12-17T00:10:00Z,2021,-73.915977885,40.834823081,lethal
2021-03-30T16:25:00Z,2021,-73.90934368,40.6698998850001,nonlethal
2021-02-27T16:45:00Z,2021,-73.88503513,40.8462720270001,nonlethal
2021-04-06T19:21:00Z,2021,-73.924679705,40.681702505,nonlethal
2021-08-28T05:00:00Z,2021,-73.937874888,40.6709673340001,nonlethal
2021-09-22T14:00:00Z,2021,-73.896351697,40.853279007,nonlethal
2021-07-18T20:58:00Z,2021,-73.91970129,40.7020543590001,nonlethal
2021-11-19T21:57:00Z,2021,-74.073780898,40.623816017,nonlethal
2021-04-04T03:58:00Z,2021,-73.758125432,40.689545348,nonlethal
2021-03-04T11:40:00Z,2021,-73.864779265,40.8555765770001,nonlethal
2021-06-18T19:10:00Z,2021,-73.9047838229999,40.8540630260001,nonlethal
2021-04-26T22:56:00Z,2021,-73.9135062999999,40.8290875450001,nonlethal
2021-11-09T20:30:00Z,2021,-73.8079273279999,40.701773895,nonlethal
2021-10-19T14:50:00Z,2021,-73.797531624,40.705865003,lethal
2021-08-04T01:00:00Z,2021,-73.9135157709999,40.852381909,nonlethal
2021-04-30T01:44:00Z,2021,-73.914355107,40.8293626500001,nonlethal
2021-08-11T19:27:00Z,2021,-73.842505511,40.8886466380001,nonlethal
2021-09-05T15:10:00Z,2021,-73.8536541779999,40.8992283550001,lethal
2021-01-18T20:39:00Z,2021,-73.980848653,40.7213599880001,lethal
2021-11-08T14:40:00Z,2021,-73.8873619359999,40.8595861440001,nonlethal
2021-03-14T05:00:00Z,2021,-73.9196277519999,40.8378421210001,nonlethal
2021-10-28T17:04:00Z,2021,-73.952730787,40.6758079480001,nonlethal
2021-09-20T14:02:00Z,2021,-73.9402809869999,40.717448534,nonlethal
2021-02-06T21:14:00Z,2021,-73.907742916,40.8238242,lethal
2021-01-26T22:30:00Z,2021,-73.8582644379999,40.8220201250001,nonlethal
2021-12-18T02:55:00Z,2021,-73.843949208,40.8421533550001,nonlethal
2021-05-27T21:30:00Z,2021,-73.7308386889999,40.66296462,nonlethal
2021-12-10T23:30:00Z,2021,-73.9216057359999,40.701901966,nonlethal
2021-06-11T11:30:00Z,2021,-73.9405335709999,40.814414915,nonlethal
2021-05-10T00:01:00Z,2021,-73.942437503,40.755862463,lethal
2021-06-28T19:35:00Z,2021,-73.956545769,40.8130085290001,lethal
2021-01-10T00:49:00Z,2021,-73.876842881,40.6697214650001,lethal
